classes,filtered_text
2,amelioration cholinergicinduced pancreatitis selective cholecystokinin receptor antagonist devazepide administered prior cholinergic hyperstimulation blocked pancreatic weight increase reduced elevation serum amylase level twofold lipase level fourfold
2,fibrin glue inhibits intraabdominal adhesion formation group rat highgrade adhesion model
2,expression x protein hepatitis b virus replication chronic hepatitis similarly titer pres antigen vs respectively p le
2,late volume change retrosternal colon bypass esophageal substitution esophageal resection bypass obstructed esophagus colon interposition best available option
2,undetected fatal acute pancreatitis disease frequently overlooked diagnose acute pancreatitis earlier stage improve therapy prognosis recommend serum amylase level measured ultrasound examination performed
2,involvement thromboxane neutrophil multiplesystem organ edema interleukin data indicate constant infusion rapid bolus administration il produce rat multiplesystem organ edema increased plasma txb sequestration pmns microvascular permeability
2,late cholangitis successful surgical repair biliary atresia child good hepatic function week year episode cholangitis
2,diagnostic fineneedle puncture gallbladder u guidance february january fineneedle diagnostic puncture gallbladder dpg performed continuous ultrasound u guidance symptomatic patient gallstone complication detected shortterm observation longterm followup
2,prediction variceal hemorrhage cirrhosis prospective followup study endoscopic criterion presence varix gastric fundus presence red color sign size largest varix alcoholic etiology cirrhosis showed significant positive correlation bleeding incidence mortality
2,incidence gallstone danish population significantly higher incidence gallstone disease wa found subject polyp gallbladder
2,portacaval shunt experimental model impaired hepatic release vitamin liver disease concentration zinc wa inversely correlated retinol r p le total retinoid level r p le rat portacaval shunt control
2,alternateday prednisone treatment treatment maintenance crohn s disease cdaihb global assessment agreement case patient showed favorable response confidence interval ci comparing result literaturebased spontaneous longterm remission rate data significant p le complication gratifyingly low observed instance osteonecrosis
2,spontaneous rupture stomach adult immediate onset severe upper abdominal pain overindulgence food drink radiographic evidence pneumoperitoneum clinical finding massive abdominal distention epigastric tenderness shock occasionally subcutaneous emphysema suggest possibility gastric rupture
2,pathogenetic role helicobacter pylorus duodenal ulcer disease stepwise logistic regression analysis identified increased duodenal inflammation male sex earlyonset disease h pylorus adversely affected relapse ulcer
2,collagenous colitis report case review literature case resolved psyllium mucilloid therapy
2,early frequent detection hbxag andor antihbx hepatitis b virus infection finding suggest antihbx appears common early marker hepatitis b virus infection transient selflimited hepatitis persisting progression chronicity
2,endoscopic nasobiliary catheter drainage biliary pancreatic disease certain caveat performance nasobiliary drainage included
2,biliary pain postcholecystectomy patient obstruction series dynamic image min interval gamma camera coupled computer timeactivity curve produced region interest liver intrahepatic tree common duct heart quantitative excretion index obtained
2,current concept cholesterol transport crystal formation human bile result vesicle stable
2,management dysphagia suspected esophageal motor disorder fiftythree patient suffering dysphagia suspected esophageal motor disorder treated pneumatic dilatation ridermoeller technique observe late complication procedure
2,endosonography perianal pericolorectal fistula andor abscess crohn s disease e complication conclude e preferred diagnostic procedure patient perirectal pathology low risk bacterial dissemination low incidence patient discomfort
2,sphincter oddi manometry decreased risk clinical pancreatitis use modified aspirating catheter compared standard perfusion system aspiration catheter wa associated decreased frequency clinical pancreatitis vs p reduced hospital stay day mean se versus day p milder pancreatitis
2,relationship headache symptom severity duration attack contrast symptom usually associated migraine absence concomitant tensiontype symptom infrequently experienced resulted headache causing greatest disability
2,disturbed gastroduodenal motility patient active healed duodenal ulceration healed duodenal ulceration disturbed motility promote ulcer relapse impairing acid clearance bulb
2,primary hepatic malignancy role liver transplantation advanced stage disease time presentation value liver transplantation primary liver cancer limited
2,giardia lamblia infestation reveals underlying whipple s disease patient longstanding constipation best knowledge association ha previously reported
2,acalculus lymphoeosinophilic cholecystitis associated interleukin lymphokineactivated killer cell therapy author unusual cholecystitis acalculus lymphoeosinophilic cholecystitis believe associated interleukin lymphokineactivated killer cell therapy
2,cathepsins d e normal metaplastic dysplastic carcinomatous gastric tissue immunohistochemical study tumour cell signet ring cell carcinoma poorly differentiated adenocarcinoma cell gave strong diffuse staining cathepsins d e cytoplasm
2,pathophysiologic change critically ill patient risk factor ulceration altered drug metabolism multiple organ system dysfunction failure malnutrition fluid electrolyte abnormality use multiple pharmacologic agent predispose patient alteration drug pharmacokinetics druginduced adverse effect drugdrug interaction
2,sinistral leftsided portal hypertension splanchnic arteriography necessary accurate diagnosis
2,diagnostic significance carcinoembryonic antigen differential diagnosis malignant mesothelioma serum pleural ascitic fluid significantly elevated level carcinoembryonic antigen commonly associated lung carcinoma rarely mesothelioma
2,caseating hepatic granuloma hodgkin s lymphoma antituberculous treatment wa administered patient excellent clinical response additional chemotherapy lymphoma
2,pancreatic duct abnormality gall stone disease endoscopic retrograde cholangiopancreatographic study pancreatic duct abnormality severe occurred frequently patient gall stone stone biliary tree patient normal biliary tree postcholecystectomy patient v difference group failed significant chi
2,systemic renal production thromboxane prostacyclin decompensated liver disease hepatorenal syndrome corrected creatinine clearance wa strong correlation prostanoid excretion serum bilirubin subject liver disease wa difference excretion renal extrarenal prostanoids hepatorenal syndrome severe hepatic decompensation
2,endometrioma patient underwent surgery coexisting inflammatory bowel disease wa present patient
2,typical symptom single needle dialysis total number session versus b mean ldh ratio serum ldh postdialysis divided predialysis rcf angina event persistent hypotension wa seen time esophagal spasm noted clinical improvement wa overwhelming patient refused dialyzed functioning fistula
2,extracolonic malignancy inflammatory bowel disease having extensive ulcerative colitis diagnosis increased risk brain cancer sir cl
2,peptic ulcer disease finally disease process alleviation risk factor important
2,prophylactic sclerotherapy esophageal varix longterm result singlecenter trial conclude population prophylactic sclerotherapy doe improve survival
2,doe somatostatin cause gallstone data suggest prairie dog octreotide alters hepatic bile composition cause gallbladder stasis increase gallbladder bile calcium bilirubin protein lipid hydrogen ion concentration
2,epidemic outbreak cryptosporidiosis prospective community study guinea bissau prevalence wa highest child younger month age prevalence intestinal parasite low
2,prevalence helicobacter pylorus infection people republic china frequency h pylorus infection chronic gastritis gastric ulcer duodenal ulcer disease differed significantly histologically normal individual confirming relationship h pylorus infection disease state
2,extracorporeal shock wave lithotripsy biliary stone stonefree rate month achieved reported series minimal morbidity
2,miscellaneous adverse effect lowversus highosmolality contrast medium study revised author analyzed data recent article radiology quality result randomized control trial rcts comparing efficacy safety lowosmolality lom iopamidol iohexol ioxaglate highosmolarity hom diatrizoate iodamide iopamide iothalamate metrizoate assessed author found complication associated use le common nim hom statistically lower frequency highly significant
2,acute porphyria presenting hyperamylasemia suggests association elevation serum amylase lipase acute porphyria
2,delayed presentation intrapericardial diaphragmatic hernia unusual cause colon obstruction defect presumably resulted blunt chest abdominal trauma received year earlier
2,chylous ascites sarcoidosis corticosteroid dietary manipulation unsuccessful managing ascites repeated largevolume paracentesis wa necessary provide symptomatic treatment
2,refractory parastomal ulcer multidisciplinary approach patient received topical treatment healing ulcer mean week
2,evidence role prostacyclin systemic hormone portal hypertension control wa significant change ketopgf alpha hemodynamics intraportal infusion
2,relief tracheal compression aortopexy child reflex apnea repair esophageal atresia aortopexy lifesaving performed minimal morbidity mortality
2,rectal examination patient pain right lower quadrant abdomen objective determine rectal examination provides diagnostic information patient admitted hospital pain right lower quadrant abdomen unexpected diagnosis established useful additional diagnostic information wa obtained routine rectal examination
2,liver pathology morbidly obese patient diabetes glycogen nucleus paspositive blood vessel significantly prevalent diabetic obese normal obese
2,hepatobiliary manifestation acquired immune deficiency syndrome performed indication liver biopsy demonstrate significant disease involving liver patient aid patient hiv seropositive known aid
2,incisional parapubic hernia diagnosis accurately established polypropylene mesh inserted preperitoneal space anchored laterally ligament cooper arcuate pubic ligament periosteum posterior aspect pubis
2,distribution cholesterol vesicle micelle human gallbladder bile influence treatment chenodeoxycholic acid ursodeoxycholic acid despite low cholesterol saturation bile group respectively considerable biliary cholesterol wa carried vesicular fraction
2,distribution cholesterol vesicle micelle human gallbladder bile influence treatment chenodeoxycholic acid ursodeoxycholic acid despite low cholesterol saturation bile group respectively considerable biliary cholesterol wa carried vesicular fraction
2,ticlopidine treatment reduces progression nonproliferative diabetic retinopathy adverse reaction associated ticlopidine included neutropenia severe patient clinical complication diarrhea rash
2,vasopressinrelated bullous disease leg potent nonselective vasoconstrictive action vasopressin induce cardiac gastrointestinal ischemia cutaneous ischemia
2,pancreaticopleural fistula failure medical therapy considered failure pleural effusion s clear recurrence reinstatement oral intake superinfection
2,inflammatory myofibroblastic tumor plasma cell granuloma patient recurrence case large pleural imt wa found year excision similar lesion lung
2,munich gallbladder lithotripsy study conclusion rate complete disappearance stone shock wave therapy depends size number initial stone diameter largest fragment mode shock wave treatment
2,pneumococcal peritonitis complicating capd wa indwelling intrauterine device blame review literature concerning pneumococcal peritonitis associated iud given
2,mesenteric blood flow patient diabetic neuropathy hand patient diabetic autonomic neuropathy presenting picture gastroparesis exhibit expected increase postprandial velocity
2,chronic anal fissure method anoplasty simple appears resultant complication
2,perianal streptococcal cellulitis penile involvement condition involved penis presented possible case sexual abuse
2,combined electromyographic cineradiologic investigation patient defecation disorder ha reported previously important evidence paradoxical defecation pattern
2,glutathione stransferase result gst adult f hepatica novel ag significantly protect sheep liver fluke infection
2,late arterial hemorrhage secondary greenfield filter requiring operative intervention implication occurrence filter placement indication discussed
2,preliminary report antegrade continence enema intention wa antegrade washout delivered route produce complete colonic emptying prevent soiling
2,urinary excretion bile acid glucoside glucuronides extrahepatic cholestasis cholestasis primary derivative cholic chenodeoxycholic amounted trihydroxy decreased total excretion indicating alteration enterohepatic circulation
2,immunochemical study ferrochelatase protein characterization normal mutant protein bovine human protoporphyria ferrochelatase activity wa decreased protoporphyric sample normal wa concomitant decrease immunoreactive material
2,eosinophil infiltration degranulation helicobacter pyloriassociated chronic gastritis result suggest eosinophil infiltration degranulation associated h pylorus gastritis
2,distribution cholesterol vesicle micelle human gallbladder bile influence treatment chenodeoxycholic acid ursodeoxycholic acid despite low cholesterol saturation bile group respectively considerable biliary cholesterol wa carried vesicular fraction
2,expression x protein hepatitis b virus replication chronic hepatitis similarly titer pres antigen vs respectively p le
2,historical review pancreaticoduodenectomy furthermore normal productive life need medication digestive disorder expected
2,cystic mesothelioma peritoneum occurrence man patient died cardiac arrest shortly second operation concurrent unresectable colonic cancer
2,effect ursodiol efficacy safety extracorporeal shockwave lithotripsy gallstone extracorporeal shockwave lithotripsy ursodiol wa effective lithotripsy treatment symptomatic gallstone equally safe
2,gallbladder carcinoma producing human chorionic gonadotropin immunohistochemical staining betahcg showed positive reaction adenocarcinoma component
2,intrahepatic cholesterol stone rationale dissolution therapy administration oral dissolution agent ha altered composition patient s bile prevent stone formation
2,antenatal spontaneous perforation extrahepatic biliary tree infant wa treated external drainage biliary tree recovered
2,duodenal ulcer refined carbohydrate intake casecontrol study assessing dietary fibre sugar association duodenal ulceration low fibre high carbohydrate diet ha reported controlling smoking social class associated ulcer disease relative weight quetelet s index relation ulcer disease low sugar persisted high vegetable fibre wa reduced
2,reduction gastric ulcer recurrence suppression helicobacter pylorus cefixime week recurrence rate similar group
2,effect diaper type overclothing fecal contamination daycare center published erratum appears jama jun fecal coliform contamination environmental surface hand daycare center common inanimate object culture contamination room diarrhea occurred
2,detection active intraabdominal arterial hemorrhage value dynamic contrastenhanced ct contrastenhanced dynamic ct wa prospectively diagnose locate site active arterial intraabdominal hemorrhage patient contrastenhanced dynamic ct valuable diagnosis localization active arterial intraabdominal hemorrhage
2,refractory parastomal ulcer multidisciplinary approach patient received topical treatment healing ulcer mean week
2,computerized tomography acute gastrointestinal disorder ct indiscriminantly best considered valuable primary complimentary diagnostic tool critically ill patient
2,year experience elemental diet management crohn s disease patient disease complicated fistula perianal involvement early relapse approaching
2,quantification hepatobiliary function integral imaging technetiummmebrofenin health disease control subject patient bilirubin le mg t excretion value min similar value calculated entire data suggesting hepatic phase study time reduced use normal reference value established
2,typhlitis balantidium coli captive lowland gorilla gorilla colony keeper wa ill b coli distributed widely geographically widely mammal
2,restoration liver function gunn rat immunosuppression transplanted microencapsulated hepatocytes week transplantation mean maximum reduction serum bilirubin level isolated encapsulated hepatocytes free hepatocytes control microcapsule transplanted group wa respectively
2,influence hepatitis delta virus replication presence hepatitis b virus dna peripheral blood mononuclear cell southern blot analysis wa carried peripheral blood mononuclear cell sample patient
2,role epidermal growth factor prostaglandin sulfhydryls stressinduced gastric lesion cysteamine increased tissue glutathione reduced stress ulceration nethylmaleimide sulfhydryl blocker decreased mucosal content glutathione affecting stress ulceration
2,sudden death delayed rupture hepatic subcapsular hematoma following blunt abdominal trauma case alcoholic died ruptured hepatic subcapsular hematoma presented
2,evidence gastric mucosal cell invasion c pylorus ultrastructural study suggest cell invasion mechanism c pylorus cause pathologic change gastric mucosa
2,ranitidine treatment nonsteroidal antiinflammatory drug associated gastric duodenal ulcer study ranitidine mg twice daily effectively heals nsaid associated peptic ulcer
2,serum ferritin stomach cancer risk japanese population effect transferrin ceruloplasmin independent ferritin wa observed gastric cancer risk risk lung cancer wa related serum protein
2,clinical feature adenovirus enteritis review case case associated ad nosocomial associated diarrhea
2,pelvic floor descent woman dynamic evaluation fast mr imaging cinematic display significant difference control subject patient prolapse seen maximal strain relaxed state
2,emergence hepatitis b sexually transmitted disease united state approximately case hepatitis b virus infection occur annually heterosexual activity commonly reported risk factor acquiring disease
2,evidence targeting oxodehydrogenase enzyme t cell response primary biliary cirrhosis pbc liver biopsy studied contained bile duct light microscopy reacted intensely culture supernatant dilution monoclonal c
2,hypertrophic smooth muscle partially obstructed opossum esophagus wa difference structure hypertrophic smooth muscle week week placement band
2,prospective randomized comparison brownmchardy microvasive balloon dilator treatment achalasia patient improved mvr myotomy successfully treated bmh
2,gynecomastia factor lead estrogenic excess cause growth breast tissue
2,relief tracheal compression aortopexy child reflex apnea repair esophageal atresia aortopexy lifesaving performed minimal morbidity mortality
2,rare cause colitis brucella melitensis case brucella melitensis type infection accompanied erosive lesion colon observed endoscopy histopathologic examination reported
2,candidacidal activity crohn s disease neutrophil neutrophil patient crohn s disease impaired ability kill granuloma provoking organism
2,typical symptom single needle dialysis total number session versus b mean ldh ratio serum ldh postdialysis divided predialysis rcf angina event persistent hypotension wa seen time esophagal spasm noted clinical improvement wa overwhelming patient refused dialyzed functioning fistula
2,alternateday prednisone treatment treatment maintenance crohn s disease cdaihb global assessment agreement case patient showed favorable response confidence interval ci comparing result literaturebased spontaneous longterm remission rate data significant p le complication gratifyingly low observed instance osteonecrosis
2,serum gastrin blood glucose level halothanenitrous oxide anaesthesia strabismus surgery child vomiting strabismus surgery attributed high gastrin serum level
2,iga trigger tumor necrosis factor alpha secretion monocyte study normal subject patient alcoholic cirrhosis increased lipopolysaccharideinduced tumor necrosis factor alpha secretion observed baseline alcoholic cirrhotic patient synergism expressed group patient
2,indocyanine green elimination patient liver disease normal subject patient cirrhosis mean overestimate wa
2,isolation characterization norwalk virusspecific cdna conclusion antigenic proteincoding region norwalk virus genome ha identified
2,effect tetrahydroaminoacridine cognition function behaviour alzheimer s disease result individual patient showed subgroup tharesponsive patient
2,polyneuropathy ophthalmoplegia leukoencephalopathy intestinal pseudoobstruction polip syndrome fatal gastrointestinal dysmotility wa severe visceral neuropathy
2,modified kraske approach disease midrectum conclude modification kraske approach offer good alternative excision midrectal lesion term technical ease efficacy safety patient tolerance
2,supportive evidence validity epidemiologic necropsy gallstone objective epidemiologic measure occurrence unsuspected disease examination record patient died reason crude detection rate rate screening survey standardized federal census kansa city
2,pathogenesis gallstone development nonoperative method treatment gallstone disease underscore importance understanding pathogenesis stone
2,colonoscopy prior preparation mild moderate active ulcerative colitis group cecum wa reached procedure group b
2,longterm treatment crohn s disease cyclosporine effect low dose maintenance remission cyclosporine level relapse median ngml lower mean level week treatment median ngml p
2,role critical care unit epidemic management child acute gastroenteritis child acute paralytic poliomyelitis recent epidemic described
2,successful treatment pancreatic pseudocyst somatostatin analogue catheter drainage treated patient longacting somatostatin analogue shrunk cyst week
2,selective intestinal decontamination prevents spontaneous bacterial peritonitis decrease rate mortality observed group undergoing selective intestinal decontamination reach statistical significance
2,esophageal adenocarcinoma patient surgically treated achalasia squamous cell carcinoma esophagus occurs increased incidence primary achalasia esophageal adenocarcinoma ha considered rare condition
2,brush cytology diagnosis colonic neoplasm seventyone colonic adenoma correctly diagnosed cytology
2,anomaly intestinal rotation childhood analysis case patient malrotation chronic obstructive symptom observed elective procedure undergo ladd procedure risk midgut volvulus
2,air fissure ligamentum teres new sign intraperitoneal air plain radiograph location hyperlucent area wa confirmed computed tomography laparotomy patient
2,cystgastrostomy cystjejunostomy equivalent operation pancreatic pseudocysts morbidity mortality cystgastrostomy cystjejunostomy comparable gastrointestinal bleeding wa common cystgastrostomy intraabdominal abscess wa common cystjejunostomy
2,peritoneal blastomycosis case unique chronic peritonitis wa manifestation disease
2,occupational distribution inflammatory bowel disease german employee association found complete data separate data half period highly significant correlation occupational distribution crohn s disease ulcerative colitis found male female employee
2,choice emergency operative procedure bleeding duodenal ulcer consecutive series emergency operation patient duodenal size wa factor showed significant correlation procedure chosen result suggest vagotomy pyloroplasty combined direct attack point excision anterior acceptable standard emergency operation duodenal gastric resection proved satisfactory alternative procedure considered technically difficult case large
2,excipients valproic acid syrup cause diarrhea case report diarrhea resolved child wa switched valproic acid product
2,intraperitoneal lymphokineactivated killercell interleukin therapy malignancy limited peritoneal cavity conclude lak cell ril administered ip cancer patient resulting moderate severe shortterm toxicity modest therapeutic efficacy
2,percutaneous cholangioscopic transpapillary insertion selfexpanding biliary metal stent patient malignant stenosis probability stent patency day
2,association helicobacter pylorus infection dyspeptic symptom patient undergoing gastroduodenoscopy serology igg iga sensitive specific h pylorus suggesting possible role nonendoscopic diagnosis infection
2,management dysphagia suspected esophageal motor disorder fiftythree patient suffering dysphagia suspected esophageal motor disorder treated pneumatic dilatation ridermoeller technique observe late complication procedure
2,longterm treatment crohn s disease cyclosporine effect low dose maintenance remission cyclosporine level relapse median ngml lower mean level week treatment median ngml p
2,use misuse oral therapy diarrhea comparison u practice american academy pediatrics recommendation american academy pediatrics recommends feeding reintroduced hour diarrheal episode majority respondent withhold feeding second day later
2,symptom achalasia young woman mistaken indicating primary anorexia nervosa case disordered attitude eating body weight develop coexist achalasia
2,inflammatory bowel disease tobacco smoke casecontrol study furthermore increase risk crohn s disease wa found exposed environmental tobacco smoke childhood relative risk
2,intraabdominal palpation nasogastric tube stomach doe assure appropriate placement gastric aspirate wa obtained suctioning tube correct placement wa presumed based surgeon s direct intraoperative palpation tip tube
2,pearson syndrome mitochondrial encephalomyopathy patient deletion mtdna pearson syndrome kearnssayre syndrome noted associated deletion mtdna previously described patient
2,pancreatic pseudocysts small cyst resolve spontaneously larger cm usually require treatment prevent complication rupture adjacent structure infection
2,obstructing carcinoma cecum wa operative mortality significant morbidity
2,typhlitis balantidium coli captive lowland gorilla gorilla colony keeper wa ill b coli distributed widely geographically widely mammal
2,enteroclysis small bowel series comparison radiation dose examination time mean total completion time enteroclysis minute wa half small bowel series upper gi minute time shorter small bowel series upper gi minute
2,association escherichia coli hep adherence pattern type duration diarrhoea onethird child colonised aggregative strain bloody diarrhoea
2,oral cholecystography contemporary gallstone imaging review article review basic principle involved proper performance ocg interpretation resulting image
2,safe performance difficult laparoscopic cholecystectomy described technique complication mortality
2,familial occurrence inflammatory bowel disease conclusion
2,successful liver transplantation patient thrombosed portomesenteric system multiple failed shunt method reconstruction portal vein use vein graft anastomosed large splanchnic venous collateral described
2,fine needle aspiration pancreatic fluid collection major complication ctguided aspiration
2,epidemiology inflammatory bowel disease large populationbased study sweden analysis year birth cohort suggest born higher risk ulcerative colitis crohn s disease effect wa accounted born half year
2,prevalence gallstone disease old institutionalized person stratified age woman men age year positive disease
2,clinical feature adenovirus enteritis review case case associated ad nosocomial associated diarrhea
2,artificial urinary sphincter intestinal segment safe use au continent diversion ha pursued reliable technique nonprosthetic continent diversion
2,demonstration distinct subset gastric varix conclude patient gastric varix poor result sclerotherapy
2,physician inflammatory bowel disease essay tell story physician inflammatory bowel disease ibd emphasize important denial control physician patient
2,lipid peroxidation hepatic antioxidant alcoholic liver disease ratio vitamin e lipid wa related histological group inflammation iron grade
2,propofol iv urinary porphyrin precursor concentration exceed limit established variegate porphyric patient remission change stool plasma porphyrin profile symptom acute porphyric attack
2,pathogenesis therapy peptic ulcer disease hreceptor antagonist agent equally effective indicated equally safe based scientifically valid data selection based primarily cost
2,proposal modified scintigraphic method evaluate duodenogastroesophageal reflux rationale approach based pathophysiologic evidence damage gastric andor esophageal mucosa mainly related prolonged contact time duodenal content
2,airway responsiveness inhaled methacholine patient irritable bowel syndrome contrast decrease fev observed patient organic disease wa different seen normal subject p
2,biliary calcium gallstone formation broad area considered relation biliary physiology entry bile b biophysics regulation biliary free related gibbsdonnan equilibrium c physical chemistry physicochemical state bile d thermodynamics solubility bile e kinetics pronucleating antinucleating factor metastable state
2,rectal prolapse infant child patient required suture needed insertion
2,hepatic portal venous gas identified computed tomography patient blunt abdominal trauma case report exploratory celiotomy performed increasing abdominal pain leukocytosis revealed gangrene cecum
2,effect increasing helicobacter pylorus ammonia production urea infusion plasma gastrin concentration occasion gastric juice ammonium wa considerably reduced mmoll range urea infusion raise ammonium change plasma gastrin
2,suboptimal response hepatitis b vaccine drug user drug user respond vaccination likely evidence prior hbv infection anergy skin test
2,adult hepatic fibropolycystic disease presenting obstructive jaundice obstructive jaundice caused compression common hepatic duct simple hepatic cyst year old europid man reported
2,pathogenetic role helicobacter pylorus duodenal ulcer disease stepwise logistic regression analysis identified increased duodenal inflammation male sex earlyonset disease h pylorus adversely affected relapse ulcer
2,bile duct emptying response fat validation study fatty meal sonography caution response fat asymptomatic patient soon operation unpredictable occasional patient showing dilation apparent obstruction
2,diphenylhydantoininduced hypogammaglobulinemia patient infected human immunodeficiency virus case compared previous report diphenylhydantoinassociated hypogammaglobulinemia nonhivinfected patient
2,value rectus abdominis myocutaneous flap treatment complex perineal fistula le skin removed repair greater omentum rectus muscle adequate
2,reoperation small intestinal obstruction knife dissection lysis adhesion recommended
2,change anal canal sensation childbirth month difference group
2,hepatic portal venous gas identified computed tomography patient blunt abdominal trauma case report exploratory celiotomy performed increasing abdominal pain leukocytosis revealed gangrene cecum
2,localization calcitonin generelated peptide human esophageal langerhans cell double localization showed calcitonin generelated peptide immunoreactivity colocalized ia hladr okt marker
2,gastrin hypothesis achlorhydric dos significant hypergastrinemia avoided effectiveness treatment maintained
2,irritable bowel syndrome woman having diagnostic laparoscopy hysterectomy woman hysterectomy pain wa le pain improvement year later pain subtype ibs nonibs patient p le
2,contribution zollingerellison syndrome salient contribution zollingerellison syndrome unique
2,disposition aminosalicylic acid olsalazine mesalazine preparation patient ulcerative colitis comparison intraluminal colonic concentration serum value urinary excretion time olsalazine treatment wa associated lower serum concentration urinary excretion p le asa acasa compared mesalazine preparation
2,oral contraception disease state migraine diabetes mellitus regarded relative contraindication depending individual situation
2,effect multidisciplinary management program neurologically impaired patient dysphagia incidence aspiration pneumonia wa reported group
2,helicobacter pylorus infection simplified diagnostic approach predictivity value combined rut nodular antritis positive negative wa
2,ascending cholangitis surgery versus endoscopic percutaneous drainage cholangitis persisted retained common bile duct stone sepsis wa cause death
2,disseminated nonmeningeal gastrointestinal cryptococcal infection hivnegative patient patient died multisystem organ failure following emergency exploratory surgery performed onset symptom bowel perforation endoscopic biopsy
2,reversibility hepatic fibrosis experimentally induced cholestasis rat parallel steadystate bchain laminin mrna level lower cholestatic liver alpha alpha iv mrna undetectable
2,hepatocyte transplantation lung treatment acute hepatic failure rat wa found liver failure prerequisite intrapulmonary survival hepatocytes
2,dietary predictor symptomassociated gallstone middleaged woman relative risk highest quintile vegetable fat intake compared lowest quintile wa confidence interval ci corresponding relative risk vegetable protein intake wa ci
2,gallbladder mucin pronucleating agent cholesterol monohydrate crystal bile binding cholesterolenriched vesicle hydrophobic domain mucin protein core appears critical acceleration cholesterol crystal nucleation mucin
2,hepatic portal venous gas identified computed tomography patient blunt abdominal trauma case report exploratory celiotomy performed increasing abdominal pain leukocytosis revealed gangrene cecum
2,pneumococcal peritonitis complicating capd wa indwelling intrauterine device blame review literature concerning pneumococcal peritonitis associated iud given
2,colonic glycoprotein monozygotic twin inflammatory bowel disease observation suggest altered profile mucin glycoprotein present onset ulcerative colitis genetically defined
2,magnetic resonance angiography abdominal vessel early experience threedimensional phasecontrast technique buddchiari syndrome wa investigated
2,effect shortterm pancreatic duct obstruction rat secretin administration increased degree pancreatic edema demonstrable protective effect
2,diagnosis definition hepatic malignancy use arterial enhanced computerized tomographic scanning aect improved ability identify localize primary metastatic lesion liver
2,scintigraphic assessment leukocyte infiltration acute pancreatitis technetiummhexamethyl propylene amine oxine label comparison result scintigraphy contrast enhanced ct showed patient pancreatic necrosis ct positive scan patient detectable pancreatic necrosis ct summary infiltration pancreas pancreatitis demonstrated noninvasive scintigraphy technetiummhmpao label
2,mortality cause death crohn s disease patient disease started age year excess mortality compared older patient
2,diphenylhydantoininduced hypogammaglobulinemia patient infected human immunodeficiency virus case compared previous report diphenylhydantoinassociated hypogammaglobulinemia nonhivinfected patient
2,comprehensive management acute necrotizing pancreatitis pancreatic abscess acute physiology chronic health enquiry apache ii severity illness index applied time admission proved accurate predictor mortality
2,epidemiology inflammatory bowel disease large populationbased study sweden analysis year birth cohort suggest born higher risk ulcerative colitis crohn s disease effect wa accounted born half year
2,impaired polymorphonuclear leucocyte function patient undergoing hepatectomy adenylate energy charge superoxide anion production relation hepatic mitochondrial redox state surgery patient divided group kbr greater n b kbr le n energy charge o release b decreased significantly preoperative value p respectively compared respectively
2,recurrence crohn s disease resection concluded crohn s disease diffuse condition gastrointestinal tract radical resection crohn s disease doe prevent recurrence
2,localization calcitonin generelated peptide human esophageal langerhans cell double localization showed calcitonin generelated peptide immunoreactivity colocalized ia hladr okt marker
2,appendectomy primary secondary staging operation ovarian malignancy frequency appendiceal metastasis similar metastatic site stage ii ovarian cancer removed primary staging procedure
2,perforated duodenal ulcer unusual complication gastroenteritis peptic ulceration underdiagnosed childhood lead delay diagnosis appropriate management
2,circulating antibody human colonic extract enriched kda protein patient ulcerative colitis cent serum patient symptomatic ulcerative colitis optical density sd value group serum nonulcerative colitis patient crohn s disease normal subject value range
2,colonic histoplasmosis acquired immunodeficiency syndrome aggressive longterm amphotericin b therapy ha effective hiv patient histoplasmosis
2,helicobacter pylorus dyspeptic patient kuwait histological cytological analysis showed equal sensitivity bacteriological culture wa le reliable
2,longterm followup patient undergone balloon dilation gastric outlet obstruction despite instruction contrary active patient continue acidsuppressive therapy
2,intraluminal pressure adjacent left colonic anastomosis contraction persisted min
2,gallbladder surgery following cholecystlithotripsy suggested guideline treatment twentythree symptomatic patient undergoing cholecystlithotripsy underwent surgical intervention cholecystectomy performed undergoing choledochotomy cholecystostomy expertise perform endoscopic sphincterotomy available decline lithotripsy resort surgery necessary
2,ileal pouchanal anastomosis salvage procedure pouchspecific complication safely restore pouch function patient
2,undetected fatal acute pancreatitis disease frequently overlooked diagnose acute pancreatitis earlier stage improve therapy prognosis recommend serum amylase level measured ultrasound examination performed
2,emergency portosystemic shunt patient variceal bleeding developed soon epss onset month discharge
2,role bacteria pigment gallstone disease suggested ps concomitant black brown material found black brown ps greatly differ pathogenesis clinical behavior treatment
2,truncal vagotomy pyloroplasty combined valvular replacement patient ulcer disease anticoagulant drug bleeding occur frequency patient treatmentyear half gastrointestinal origin
2,usguided fineneedle aspiration biopsy gallbladder mass instance hemorrhage vasovagal reaction occurred
2,longterm outcome massive small bowel resection patient returned work average yr surgery obliged discontinue work rehospitalization longterm complication
2,achalasia elderly result indicate aging decrease elevation le residual pressure occurs achalasia
2,effect common illness infant energy intake breast milk food longitudinal communitybased study huascar lima peru change illness frequency breastfeeding total suckling time breastmilk energy consumed
2,ulcerative colitis giant cell arteritis associated sensorineural deafness rarely rarely
2,successful treatment pancreatic pseudocyst somatostatin analogue catheter drainage treated patient longacting somatostatin analogue shrunk cyst week
